2023-04-16 18:53:08,868: Key.ctrl
2023-04-16 18:53:09,411: 'a'
2023-04-16 18:53:11,124: Key.backspace
2023-04-16 18:55:15,612: 'h'
2023-04-16 18:55:15,612: 'h'
2023-04-16 18:55:15,955: 'e'
2023-04-16 18:55:15,955: 'e'
2023-04-16 18:55:16,267: 'y'
2023-04-16 18:55:16,267: 'y'
2023-04-16 18:55:16,460: Key.space
2023-04-16 18:55:16,460: Key.space
2023-04-16 18:55:17,276: 'h'
2023-04-16 18:55:17,276: 'h'
2023-04-16 18:55:17,396: 'a'
2023-04-16 18:55:17,396: 'a'
2023-04-16 18:55:17,651: 'v'
2023-04-16 18:55:17,651: 'v'
2023-04-16 18:55:17,899: 'e'
2023-04-16 18:55:17,899: 'e'
2023-04-16 18:55:17,971: Key.space
2023-04-16 18:55:17,971: Key.space
2023-04-16 18:55:18,124: 'a'
2023-04-16 18:55:18,124: 'a'
2023-04-16 18:55:18,187: Key.space
2023-04-16 18:55:18,187: Key.space
2023-04-16 18:55:18,379: 'n'
2023-04-16 18:55:18,379: 'n'
2023-04-16 18:55:18,491: 'i'
2023-04-16 18:55:18,491: 'i'
2023-04-16 18:55:18,659: 'c'
2023-04-16 18:55:18,659: 'c'
2023-04-16 18:55:18,899: 'e'
2023-04-16 18:55:18,899: 'e'
2023-04-16 18:55:19,035: Key.space
2023-04-16 18:55:19,035: Key.space
2023-04-16 18:55:19,227: 'd'
2023-04-16 18:55:19,227: 'd'
2023-04-16 18:55:19,387: 'a'
2023-04-16 18:55:19,387: 'a'
2023-04-16 18:55:19,587: 'y'
2023-04-16 18:55:19,587: 'y'
2023-04-16 18:55:19,683: Key.space
2023-04-16 18:55:19,683: Key.space
2023-04-16 18:55:19,947: 't'
2023-04-16 18:55:19,947: 't'
2023-04-16 18:55:20,004: 'o'
2023-04-16 18:55:20,004: 'o'
2023-04-16 18:55:20,324: 'd'
2023-04-16 18:55:20,324: 'd'
2023-04-16 18:55:20,475: 'a'
2023-04-16 18:55:20,475: 'a'
2023-04-16 18:55:20,603: 'y'
2023-04-16 18:55:20,603: 'y'
2023-04-16 18:55:20,771: Key.space
2023-04-16 18:55:20,771: Key.space
2023-04-16 18:55:20,883: 'a'
2023-04-16 18:55:20,884: 'a'
2023-04-16 18:55:20,971: 'n'
2023-04-16 18:55:20,971: 'n'
2023-04-16 18:55:21,100: 'd'
2023-04-16 18:55:21,100: 'd'
2023-04-16 18:55:21,195: Key.space
2023-04-16 18:55:21,195: Key.space
2023-04-16 18:55:21,395: 't'
2023-04-16 18:55:21,396: 't'
2023-04-16 18:55:21,458: 'o'
2023-04-16 18:55:21,459: 'o'
2023-04-16 18:55:21,691: 'm'
2023-04-16 18:55:21,691: 'm'
2023-04-16 18:55:21,883: 'o'
2023-04-16 18:55:21,883: 'o'
2023-04-16 18:55:21,971: 'o'
2023-04-16 18:55:21,971: 'o'
2023-04-16 18:55:22,979: Key.backspace
2023-04-16 18:55:22,979: Key.backspace
2023-04-16 18:55:23,731: Key.backspace
2023-04-16 18:55:23,731: Key.backspace
2023-04-16 18:55:24,050: 'm'
2023-04-16 18:55:24,050: 'm'
2023-04-16 18:55:24,707: 'o'
2023-04-16 18:55:24,708: 'o'
2023-04-16 18:55:24,987: 'r'
2023-04-16 18:55:24,987: 'r'
2023-04-16 18:55:25,083: 'o'
2023-04-16 18:55:25,084: 'o'
2023-04-16 18:55:25,235: 'w'
2023-04-16 18:55:25,235: 'w'
2023-04-16 18:55:25,891: Key.space
2023-04-16 18:55:25,891: Key.space
2023-04-16 18:55:26,292: 'b'
2023-04-16 18:55:26,292: 'b'
2023-04-16 18:55:26,827: 'u'
2023-04-16 18:55:26,827: 'u'
2023-04-16 18:55:26,963: 't'
2023-04-16 18:55:26,963: 't'
2023-04-16 18:55:27,075: Key.space
2023-04-16 18:55:27,075: Key.space
2023-04-16 18:55:27,234: 'n'
2023-04-16 18:55:27,234: 'n'
2023-04-16 18:55:27,828: 't'
2023-04-16 18:55:27,828: 't'
2023-04-16 18:55:27,923: 'o'
2023-04-16 18:55:27,923: 'o'
2023-04-16 18:55:28,363: Key.backspace
2023-04-16 18:55:28,363: Key.backspace
2023-04-16 18:55:28,523: Key.backspace
2023-04-16 18:55:28,523: Key.backspace
2023-04-16 18:55:28,828: 'o'
2023-04-16 18:55:28,828: 'o'
2023-04-16 18:55:28,923: 't'
2023-04-16 18:55:28,923: 't'
2023-04-16 18:55:29,043: Key.space
2023-04-16 18:55:29,043: Key.space
2023-04-16 18:55:29,347: 't'
2023-04-16 18:55:29,348: 't'
2023-04-16 18:55:29,779: 'h'
2023-04-16 18:55:29,779: 'h'
2023-04-16 18:55:29,963: 'e'
2023-04-16 18:55:29,963: 'e'
2023-04-16 18:55:30,043: 'y'
2023-04-16 18:55:30,043: 'y'
2023-04-16 18:55:30,211: Key.space
2023-04-16 18:55:30,211: Key.space
2023-04-16 18:55:30,644: 'a'
2023-04-16 18:55:30,644: 'a'
2023-04-16 18:55:30,796: 'f'
2023-04-16 18:55:30,796: 'f'
2023-04-16 18:55:31,019: 't'
2023-04-16 18:55:31,019: 't'
2023-04-16 18:55:31,228: 'e'
2023-04-16 18:55:31,228: 'e'
2023-04-16 18:55:31,299: 'r'
2023-04-16 18:55:31,299: 'r'
2023-04-16 18:55:32,043: Key.space
2023-04-16 18:55:32,043: Key.space
2023-04-16 18:55:32,227: 't'
2023-04-16 18:55:32,227: 't'
2023-04-16 18:55:32,324: 'o'
2023-04-16 18:55:32,324: 'o'
2023-04-16 18:55:32,507: 'm'
2023-04-16 18:55:32,507: 'm'
2023-04-16 18:55:32,683: 'm'
